################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.5817758828327424E+00 a      2401     0   121     1     1
  4.1630935238545046E+00 a      2402     0   121     1     2
 -1.3496350098549984E+01 a      2403     0   121     1     3
 -5.8096910776635182E+00 a      2404     0   121     1     4
  2.8129723012693219E+01 a      2405     0   121     1     5
  1.0868308542646143E+00 a      2406     0   121     1     6
 -6.6726029850314816E-01 a      2407     0   121     1     7
 -7.8776686156746649E+00 a      2408     0   121     1     8
 -7.5474682826038118E+00 a      2409     0   121     1     9
  6.7293437628666330E+00 a      2410     0   121     1    10
  2.9831397952451018E+00 a      2411     0   121     1    11
 -3.1445510283190536E+00 a      2412     0   121     1    12
  4.6203581466474963E+00 a      2413     0   121     1    13
  1.6077886255525978E+01 a      2414     0   121     1    14
  1.1581165619128425E+01 a      2415     0   121     1    15
 -2.0253629218443532E+01 a      2416     0   121     1    16
 -1.2090096991293903E+01 a      2417     0   121     1    17
 -9.4598902913569649E+00 a      2418     0   121     1    18
 -4.1983758436517267E+00 a      2419     0   121     1    19
  1.5815348518312855E-01 a      2420     0   121     1    20
  7.8417214696006550E+00 a      2421     0   122     1     1
 -1.3666316996265899E+00 a      2422     0   122     1     2
  2.0845043938310681E+00 a      2423     0   122     1     3
 -4.8862711247003086E+00 a      2424     0   122     1     4
 -1.6173895966210097E+01 a      2425     0   122     1     5
  3.5848263733709245E+00 a      2426     0   122     1     6
 -5.0367224423338985E+00 a      2427     0   122     1     7
 -3.9634058988916642E+01 a      2428     0   122     1     8
 -5.8150839893131572E+00 a      2429     0   122     1     9
 -1.6460369016057079E+01 a      2430     0   122     1    10
 -2.1516411237848138E-01 a      2431     0   122     1    11
 -2.1470125388752205E+01 a      2432     0   122     1    12
 -2.9485895048923641E+01 a      2433     0   122     1    13
 -5.9247067424247346E-01 a      2434     0   122     1    14
  3.0538935340111264E+00 a      2435     0   122     1    15
  2.0046439180274644E+00 a      2436     0   122     1    16
  9.6733828952800192E+00 a      2437     0   122     1    17
 -1.3470901435947324E-01 a      2438     0   122     1    18
  1.5960851079599334E+00 a      2439     0   122     1    19
 -3.0633552837731476E-01 a      2440     0   122     1    20
  1.7842754658778478E+01 a      2441     0   123     1     1
  1.3578511934161105E-01 a      2442     0   123     1     2
 -2.6007474780757981E+01 a      2443     0   123     1     3
 -3.6471560123851421E+00 a      2444     0   123     1     4
  8.4160341452696610E+00 a      2445     0   123     1     5
  3.5149690356789645E+00 a      2446     0   123     1     6
 -2.3875674347426736E+00 a      2447     0   123     1     7
 -2.1803128324512424E+00 a      2448     0   123     1     8
 -4.1056612390238891E+00 a      2449     0   123     1     9
 -1.6199802716678935E+01 a      2450     0   123     1    10
 -2.7256829603087938E+00 a      2451     0   123     1    11
  1.4738115871974726E+01 a      2452     0   123     1    12
  6.0238910913770152E+00 a      2453     0   123     1    13
 -5.7440417229898211E+00 a      2454     0   123     1    14
  1.9299038834160751E+01 a      2455     0   123     1    15
 -2.7480187947382886E+00 a      2456     0   123     1    16
  2.4945473191903840E+01 a      2457     0   123     1    17
 -3.7347230636611379E+00 a      2458     0   123     1    18
  3.5020914829232863E+00 a      2459     0   123     1    19
 -1.7465309642566273E+00 a      2460     0   123     1    20
 -1.7026166501799299E-02 a      2461     0   124     1     1
  5.6380760165395536E+00 a      2462     0   124     1     2
  2.9462610676321677E+00 a      2463     0   124     1     3
 -5.4257950463540217E-01 a      2464     0   124     1     4
  9.1387378281611564E+00 a      2465     0   124     1     5
  6.9591385008995443E-01 a      2466     0   124     1     6
 -9.5954138683456769E-01 a      2467     0   124     1     7
 -8.2006973801744942E-01 a      2468     0   124     1     8
  3.3866258194300675E-01 a      2469     0   124     1     9
 -1.8509760724232236E+00 a      2470     0   124     1    10
 -4.2772243344378424E-01 a      2471     0   124     1    11
  2.8516530969468894E+00 a      2472     0   124     1    12
 -6.3117654433350068E-01 a      2473     0   124     1    13
 -3.4648044512837748E+00 a      2474     0   124     1    14
 -5.0105076315407189E+00 a      2475     0   124     1    15
  2.1237074571488362E-01 a      2476     0   124     1    16
 -4.3938068482304731E+00 a      2477     0   124     1    17
 -3.7304941381095613E+00 a      2478     0   124     1    18
 -2.0071466108034941E-01 a      2479     0   124     1    19
  1.5988937306090345E-01 a      2480     0   124     1    20
 -1.4581505023920680E+00 a      2481     0   125     1     1
  1.1059796308157095E-01 a      2482     0   125     1     2
  2.1608068013489903E-01 a      2483     0   125     1     3
 -6.0324648675988957E-01 a      2484     0   125     1     4
  6.8352680005328986E-02 a      2485     0   125     1     5
  5.2855860912954045E-01 a      2486     0   125     1     6
 -7.5907457433512104E-01 a      2487     0   125     1     7
  2.2669490204968663E+00 a      2488     0   125     1     8
 -1.1324172460325683E+00 a      2489     0   125     1     9
 -5.0636190818773308E+00 a      2490     0   125     1    10
 -1.6000001182925888E-01 a      2491     0   125     1    11
  2.8673682866793659E-01 a      2492     0   125     1    12
 -2.3363574910374028E+00 a      2493     0   125     1    13
 -1.1214057164874585E+00 a      2494     0   125     1    14
 -1.2494709469035876E+00 a      2495     0   125     1    15
  2.1580038351336333E+00 a      2496     0   125     1    16
  1.0026597169890039E+00 a      2497     0   125     1    17
  7.8385608735633172E-01 a      2498     0   125     1    18
  5.6323361797021498E-01 a      2499     0   125     1    19
  2.2431197569171840E-01 a      2500     0   125     1    20
 -8.4079714335278677E-01 a      2501     0   126     1     1
 -2.8915619672212314E+00 a      2502     0   126     1     2
  1.2393049323272558E+00 a      2503     0   126     1     3
  2.6821639907398198E-01 a      2504     0   126     1     4
 -6.4355128971974429E-01 a      2505     0   126     1     5
  1.0408104895734416E-01 a      2506     0   126     1     6
 -2.9974510441175573E-01 a      2507     0   126     1     7
  1.6779030027023550E-01 a      2508     0   126     1     8
 -8.9837202957076279E-01 a      2509     0   126     1     9
 -2.2054192187199728E+00 a      2510     0   126     1    10
  2.8790657004267312E-01 a      2511     0   126     1    11
 -6.9149991858145787E-01 a      2512     0   126     1    12
  4.6462571580203643E-01 a      2513     0   126     1    13
 -2.9292205128440707E+00 a      2514     0   126     1    14
 -1.4140280703065064E-01 a      2515     0   126     1    15
  1.2787149103794542E+00 a      2516     0   126     1    16
  2.1768492829967174E+00 a      2517     0   126     1    17
 -1.1888130645366373E+00 a      2518     0   126     1    18
  4.6311896012548948E-01 a      2519     0   126     1    19
  6.9156729648387288E-02 a      2520     0   126     1    20
 -1.5410660839622639E+00 a      2521     0   127     1     1
 -6.1875806510369200E+00 a      2522     0   127     1     2
  1.8991557015452493E-01 a      2523     0   127     1     3
 -1.8031533994867586E+00 a      2524     0   127     1     4
 -2.0508858482748300E+00 a      2525     0   127     1     5
  1.5606895567864008E+00 a      2526     0   127     1     6
 -1.7182396439574039E+00 a      2527     0   127     1     7
 -7.7042428695584739E+00 a      2528     0   127     1     8
 -2.7658273872595784E+00 a      2529     0   127     1     9
  6.2025003582108287E+00 a      2530     0   127     1    10
 -2.7411936623480804E-01 a      2531     0   127     1    11
  1.7832095152572465E+00 a      2532     0   127     1    12
  7.3573008679460026E+00 a      2533     0   127     1    13
 -6.8794324998651191E-01 a      2534     0   127     1    14
 -3.7253468740684874E+00 a      2535     0   127     1    15
  3.2394089931180088E+00 a      2536     0   127     1    16
 -4.9604632624555993E+00 a      2537     0   127     1    17
 -4.2121387666088488E+00 a      2538     0   127     1    18
 -9.6820951606373962E-01 a      2539     0   127     1    19
  2.6227807398650010E-01 a      2540     0   127     1    20
  8.8812593210299362E-01 a      2541     0   128     1     1
  7.4840989366668453E-01 a      2542     0   128     1     2
  2.7586506061147125E+00 a      2543     0   128     1     3
 -2.9612650972514443E-01 a      2544     0   128     1     4
 -2.0908965621951094E+00 a      2545     0   128     1     5
  6.0489023025284527E-01 a      2546     0   128     1     6
  6.0397393278234668E-01 a      2547     0   128     1     7
 -4.3596234085574794E+00 a      2548     0   128     1     8
  4.9622413914437025E-01 a      2549     0   128     1     9
 -1.7144108959492415E+00 a      2550     0   128     1    10
 -3.1658513987305698E-01 a      2551     0   128     1    11
 -2.8802974290111631E+00 a      2552     0   128     1    12
 -4.6252065956504804E+00 a      2553     0   128     1    13
 -9.0774755905722837E-01 a      2554     0   128     1    14
  9.7027544195935522E-01 a      2555     0   128     1    15
 -3.6150446622187909E-01 a      2556     0   128     1    16
  9.0253877236195201E+00 a      2557     0   128     1    17
  9.0909292372059858E-01 a      2558     0   128     1    18
  1.7138712527012315E-01 a      2559     0   128     1    19
  2.3920091102276042E-01 a      2560     0   128     1    20
  3.4990113564552816E+00 a      2561     0   129     1     1
  5.5011346104046421E-01 a      2562     0   129     1     2
  3.1286083082511551E+00 a      2563     0   129     1     3
 -4.2733255810955945E-01 a      2564     0   129     1     4
 -5.8918597143208133E+00 a      2565     0   129     1     5
  2.6821661826063836E-01 a      2566     0   129     1     6
  2.8415255504101578E-01 a      2567     0   129     1     7
  3.9894006496166714E+00 a      2568     0   129     1     8
 -2.5734400973722560E-01 a      2569     0   129     1     9
 -1.0217914938916848E+00 a      2570     0   129     1    10
 -9.7451879083215520E-01 a      2571     0   129     1    11
  8.4058555575298239E+00 a      2572     0   129     1    12
  2.7270958609917217E-01 a      2573     0   129     1    13
 -3.8758388957237941E+00 a      2574     0   129     1    14
  1.5691803343625996E+00 a      2575     0   129     1    15
 -2.6274440719996517E+00 a      2576     0   129     1    16
  1.9690944645156971E+00 a      2577     0   129     1    17
  3.7571853474452710E+00 a      2578     0   129     1    18
  6.4887697906493891E-01 a      2579     0   129     1    19
  2.0350070537732226E-01 a      2580     0   129     1    20
 -3.9182344105312352E+00 a      2581     0   130     1     1
 -1.0436781578736108E+01 a      2582     0   130     1     2
 -3.2260239319164765E+00 a      2583     0   130     1     3
  1.2971579340898438E+00 a      2584     0   130     1     4
 -6.9276163672438607E+00 a      2585     0   130     1     5
 -1.5984533979921409E+00 a      2586     0   130     1     6
  8.5521932156173608E-01 a      2587     0   130     1     7
  2.7365918671756685E+01 a      2588     0   130     1     8
  3.7550005632559973E+00 a      2589     0   130     1     9
 -1.8278360952241048E+01 a      2590     0   130     1    10
  2.4145692793930890E-02 a      2591     0   130     1    11
 -4.7217008728177365E+00 a      2592     0   130     1    12
 -8.7093307808876008E-01 a      2593     0   130     1    13
  1.2639918059156647E+01 a      2594     0   130     1    14
  4.8622765566615955E+00 a      2595     0   130     1    15
  9.0391100838446565E+00 a      2596     0   130     1    16
  3.5559098682281345E+00 a      2597     0   130     1    17
  6.2793102009158837E+00 a      2598     0   130     1    18
 -1.2030418792584252E+00 a      2599     0   130     1    19
  1.8868598445823040E-01 a      2600     0   130     1    20
 -2.2484168257636874E+00 a      2601     0   131     1     1
 -3.9095143678873001E-01 a      2602     0   131     1     2
  5.5289469065436601E+00 a      2603     0   131     1     3
  2.0083188615592675E+00 a      2604     0   131     1     4
 -1.2048759882226353E+01 a      2605     0   131     1     5
 -1.9242735710976981E+00 a      2606     0   131     1     6
  1.8141248607899012E+00 a      2607     0   131     1     7
  7.3506386345444144E+00 a      2608     0   131     1     8
  3.0644340730655473E+00 a      2609     0   131     1     9
  9.2761361852888093E+00 a      2610     0   131     1    10
 -9.7544267854772171E-01 a      2611     0   131     1    11
  4.4485930515786958E+00 a      2612     0   131     1    12
  4.4949737216987797E+00 a      2613     0   131     1    13
  2.3827208564182945E+00 a      2614     0   131     1    14
 -1.9335339287999291E+00 a      2615     0   131     1    15
  9.9953476355163595E-01 a      2616     0   131     1    16
  1.3304086141594673E+00 a      2617     0   131     1    17
  7.7151494054049028E+00 a      2618     0   131     1    18
  2.0788196123046960E+00 a      2619     0   131     1    19
  5.9004079407666041E-02 a      2620     0   131     1    20
  3.9024835472299757E+00 a      2621     0   132     1     1
 -5.9390703953720712E+00 a      2622     0   132     1     2
  7.8422893575540531E+00 a      2623     0   132     1     3
  1.7959470941672693E+00 a      2624     0   132     1     4
 -1.2860801066719626E+01 a      2625     0   132     1     5
 -2.0214726898574460E+00 a      2626     0   132     1     6
  4.3175032757242224E+00 a      2627     0   132     1     7
 -1.3438041584783427E+00 a      2628     0   132     1     8
  2.1968933987508268E+00 a      2629     0   132     1     9
  6.2931545847098862E+00 a      2630     0   132     1    10
  1.5334287242544342E-01 a      2631     0   132     1    11
 -5.9981973073748296E-01 a      2632     0   132     1    12
 -1.8327587790676789E+00 a      2633     0   132     1    13
  7.1914771720119219E+00 a      2634     0   132     1    14
  8.8789189967426385E-01 a      2635     0   132     1    15
 -7.0956024062240548E+00 a      2636     0   132     1    16
 -5.8531481356403683E+00 a      2637     0   132     1    17
  6.9541706246719859E-01 a      2638     0   132     1    18
 -1.0432366652859972E-01 a      2639     0   132     1    19
  1.3935101152200260E-01 a      2640     0   132     1    20
  8.3679229297324493E+00 a      2641     0   133     1     1
 -4.5577271497083780E+00 a      2642     0   133     1     2
  7.5837581501155684E+00 a      2643     0   133     1     3
  2.9651897814489780E+00 a      2644     0   133     1     4
 -1.3836265388822701E+01 a      2645     0   133     1     5
 -6.0111289245277821E-01 a      2646     0   133     1     6
  3.2039688765806479E-01 a      2647     0   133     1     7
 -4.1973533305754221E-02 a      2648     0   133     1     8
  3.8341175820413076E+00 a      2649     0   133     1     9
 -1.2169298610358072E+00 a      2650     0   133     1    10
 -1.0743112177657179E+00 a      2651     0   133     1    11
 -3.5786370486711712E+00 a      2652     0   133     1    12
 -1.4075160988365290E+00 a      2653     0   133     1    13
 -1.0133728298148705E+01 a      2654     0   133     1    14
 -6.1030321549103954E+00 a      2655     0   133     1    15
  1.4278778567023132E+01 a      2656     0   133     1    16
 -1.7869014474249894E+00 a      2657     0   133     1    17
  2.9427554256850734E+00 a      2658     0   133     1    18
  1.0087137861144100E+00 a      2659     0   133     1    19
 -2.1990545087789862E-01 a      2660     0   133     1    20
 -4.3625195436748525E+00 a      2661     0   134     1     1
  1.2249022257403102E+00 a      2662     0   134     1     2
 -4.4516910488231556E+00 a      2663     0   134     1     3
  2.7452958585219918E+00 a      2664     0   134     1     4
  8.0793875974686191E+00 a      2665     0   134     1     5
 -1.8811349383148717E+00 a      2666     0   134     1     6
  2.7315067412441771E+00 a      2667     0   134     1     7
  2.1265974908685017E+01 a      2668     0   134     1     8
  2.9981328705115389E+00 a      2669     0   134     1     9
  1.3697910730685180E+01 a      2670     0   134     1    10
  6.4672048817194938E-01 a      2671     0   134     1    11
  7.5340032777735333E+00 a      2672     0   134     1    12
  1.7252458508289749E+01 a      2673     0   134     1    13
 -1.2166695354967512E+00 a      2674     0   134     1    14
 -6.8608139692062875E-01 a      2675     0   134     1    15
 -6.6365865018896946E+00 a      2676     0   134     1    16
 -2.6913511878847753E+00 a      2677     0   134     1    17
 -9.9405144248170485E-01 a      2678     0   134     1    18
 -1.1009237103885929E+00 a      2679     0   134     1    19
  1.9743386025550597E-01 a      2680     0   134     1    20
 -8.0475142326183811E+00 a      2681     0   135     1     1
 -4.2679361620059568E+00 a      2682     0   135     1     2
  1.1543641956403414E+01 a      2683     0   135     1     3
  1.4803018272843760E+00 a      2684     0   135     1     4
 -6.0669595320721701E+00 a      2685     0   135     1     5
 -2.4596621232520621E+00 a      2686     0   135     1     6
  5.0150436279627286E-01 a      2687     0   135     1     7
 -6.8344022171003416E-01 a      2688     0   135     1     8
  9.7088044699768217E-01 a      2689     0   135     1     9
  9.7459143895450477E+00 a      2690     0   135     1    10
  1.9324523444456709E+00 a      2691     0   135     1    11
 -1.5647273913673740E+01 a      2692     0   135     1    12
 -4.7645529465528442E+00 a      2693     0   135     1    13
  3.0471746056462350E+00 a      2694     0   135     1    14
 -1.0969731754326332E+01 a      2695     0   135     1    15
  3.2764897775604749E+00 a      2696     0   135     1    16
 -1.4760314043087075E+01 a      2697     0   135     1    17
 -1.7995099351088069E+00 a      2698     0   135     1    18
 -1.4183795799040391E+00 a      2699     0   135     1    19
  9.5875483178351473E-01 a      2700     0   135     1    20
 -1.1159050234609780E+00 b      2701     1     1
  1.5886458359013442E+00 b      2702     1     2
 -1.0501277394724555E+00 b      2703     1     3
 -2.0600844827019693E-01 b      2704     1     4
  2.2383771186139816E+00 b      2705     1     5
  1.0629883098519306E+00 b      2706     1     6
 -3.4724483978216547E-01 b      2707     1     7
  6.9555180491433999E-01 b      2708     1     8
 -1.4127440641655522E+00 b      2709     1     9
 -1.5474788785335241E+00 b      2710     1    10
 -9.2115016885406997E-01 b      2711     1    11
  1.5983312134341168E+00 b      2712     1    12
 -2.0123206594904492E+00 b      2713     1    13
  1.6806466776472784E+00 b      2714     1    14
  2.8069090797344981E-01 b      2715     1    15
 -2.0399805805961186E+00 b      2716     1    16
  2.5487980293344759E+00 b      2717     1    17
 -7.4817698767502294E-01 b      2718     1    18
 -1.5991954469492720E+00 b      2719     1    19
  9.0961766767592500E-01 b      2720     1    20
 -7.6060548144802925E-02 a      2721     1     1     2     1
 -3.1402866725217837E-01 a      2722     1     1     2     2
  3.1441604162965331E-01 a      2723     1     1     2     3
 -5.3784120022816040E-01 a      2724     1     1     2     4
 -2.4061856291037639E-01 a      2725     1     1     2     5
 -1.5457808226926786E+00 a      2726     1     1     2     6
 -1.7625871498642326E-01 a      2727     1     1     2     7
  6.6445410135572647E-01 a      2728     1     1     2     8
 -3.2714000485023687E-01 a      2729     1     1     2     9
 -5.2420176892979864E-01 a      2730     1     1     2    10
 -3.2381908533873216E-01 a      2731     1     1     2    11
  4.5796575735721540E-01 a      2732     1     1     2    12
  1.2673365988705834E+00 a      2733     1     1     2    13
  2.9116638253788080E-01 a      2734     1     1     2    14
 -1.1098627245555974E-01 a      2735     1     1     2    15
 -1.1798189307442404E+00 a      2736     1     1     2    16
 -3.2837823993738753E-02 a      2737     1     1     2    17
 -3.7405181455191006E-01 a      2738     1     1     2    18
  1.0247603987933696E+00 a      2739     1     1     2    19
  7.2933907422345357E-01 a      2740     1     1     2    20
 -5.1167803160854641E-01 a      2741     1     2     2     1
  1.4306215207729808E-01 a      2742     1     2     2     2
  7.0914294635370001E-01 a      2743     1     2     2     3
 -9.2821658872567503E-01 a      2744     1     2     2     4
 -7.6265698871783638E-02 a      2745     1     2     2     5
 -1.3744369149525197E+00 a      2746     1     2     2     6
 -2.9867867859911145E-02 a      2747     1     2     2     7
  6.7107908327433341E-01 a      2748     1     2     2     8
  3.5355014074306433E-02 a      2749     1     2     2     9
  2.9793905197531872E-02 a      2750     1     2     2    10
  1.5255114359505659E+00 a      2751     1     2     2    11
  1.4300693518339569E-01 a      2752     1     2     2    12
  6.8308784298989933E-01 a      2753     1     2     2    13
 -3.7836366627360030E-01 a      2754     1     2     2    14
 -3.9435265751178554E-02 a      2755     1     2     2    15
  1.6055550806510299E-01 a      2756     1     2     2    16
 -1.9036216706850076E-01 a      2757     1     2     2    17
 -3.5273898873376380E-01 a      2758     1     2     2    18
 -2.8081429456995555E-01 a      2759     1     2     2    19
 -1.3242550792472352E+00 a      2760     1     2     2    20
  1.1882030827447840E+00 a      2761     1     3     2     1
  1.9969293836958252E-01 a      2762     1     3     2     2
 -8.8282936599153039E-01 a      2763     1     3     2     3
  1.1780015441328395E+00 a      2764     1     3     2     4
 -1.7853568528001415E-01 a      2765     1     3     2     5
  1.9974109786476832E-01 a      2766     1     3     2     6
  5.7564757947110863E-02 a      2767     1     3     2     7
 -9.8935240498085525E-02 a      2768     1     3     2     8
 -3.6098444834809962E-01 a      2769     1     3     2     9
  7.6840098614211594E-02 a      2770     1     3     2    10
  1.2717756890530014E+00 a      2771     1     3     2    11
 -3.8147825559587839E-01 a      2772     1     3     2    12
  8.4326185105739904E-01 a      2773     1     3     2    13
 -1.0066592329940997E-01 a      2774     1     3     2    14
 -2.2046979110253061E-02 a      2775     1     3     2    15
  3.8741894762089540E-01 a      2776     1     3     2    16
  1.5168343225254330E-01 a      2777     1     3     2    17
  7.4102227307360236E-01 a      2778     1     3     2    18
 -1.8696135994330731E-01 a      2779     1     3     2    19
  4.3332503232420422E-01 a      2780     1     3     2    20
  7.0627539477776491E-01 a      2781     1     4     2     1
  5.6717409756669079E-01 a      2782     1     4     2     2
  3.7329980343587740E-04 a      2783     1     4     2     3
  1.8735650392209136E+00 a      2784     1     4     2     4
  6.1815451277685185E-01 a      2785     1     4     2     5
  1.0247241785754997E+00 a      2786     1     4     2     6
 -3.5178615703081212E-01 a      2787     1     4     2     7
 -1.9393639817767050E+00 a      2788     1     4     2     8
  2.0408435077583015E-01 a      2789     1     4     2     9
 -2.6049898395030019E-01 a      2790     1     4     2    10
  2.5239391789448451E+00 a      2791     1     4     2    11
  3.9529050263325601E-02 a      2792     1     4     2    12
  7.4112841780102268E-01 a      2793     1     4     2    13
  3.3676844692988467E-01 a      2794     1     4     2    14
 -4.3921292642940868E-02 a      2795     1     4     2    15
 -1.2796853907142356E+00 a      2796     1     4     2    16
 -6.1107166682724823E-01 a      2797     1     4     2    17
  2.1081526754408572E-01 a      2798     1     4     2    18
 -1.2195662623295458E+00 a      2799     1     4     2    19
 -1.9463229682372118E-01 a      2800     1     4     2    20
 -1.2347372147349585E+00 a      2801     1     5     2     1
  1.1499764089477333E-02 a      2802     1     5     2     2
 -5.7599547115314464E-01 a      2803     1     5     2     3
 -1.1873141973000881E-01 a      2804     1     5     2     4
  1.3843264769795116E+00 a      2805     1     5     2     5
  1.0162661069049925E+00 a      2806     1     5     2     6
  2.5381594324328474E-02 a      2807     1     5     2     7
 -4.0789135780071978E-01 a      2808     1     5     2     8
  9.6591960630923357E-01 a      2809     1     5     2     9
 -4.1802494309324201E-02 a      2810     1     5     2    10
 -4.6908066165018942E+00 a      2811     1     5     2    11
  1.9815967086386430E-02 a      2812     1     5     2    12
 -5.2672557895802052E-01 a      2813     1     5     2    13
 -1.6234462226806562E-01 a      2814     1     5     2    14
  2.5936913053184775E-02 a      2815     1     5     2    15
 -4.1226449336697689E-02 a      2816     1     5     2    16
  4.2104899132495693E-01 a      2817     1     5     2    17
  4.8547118618670493E-01 a      2818     1     5     2    18
  8.2081805272565145E-01 a      2819     1     5     2    19
 -3.5278854365208823E-01 a      2820     1     5     2    20
 -8.9459719493911416E-01 a      2821     1     6     2     1
 -1.5169276265857023E+00 a      2822     1     6     2     2
 -1.3260873783285885E+00 a      2823     1     6     2     3
 -1.2114596113237299E+00 a      2824     1     6     2     4
  4.6891580428838880E-01 a      2825     1     6     2     5
  1.0827664839136395E+00 a      2826     1     6     2     6
  7.0462587402630084E-01 a      2827     1     6     2     7
 -3.9292378095202413E-01 a      2828     1     6     2     8
 -8.7307473139139849E-02 a      2829     1     6     2     9
 -1.4895502474670383E-01 a      2830     1     6     2    10
 -2.6466995252017105E+00 a      2831     1     6     2    11
  3.4288633302109122E+00 a      2832     1     6     2    12
 -7.2596342812802017E-01 a      2833     1     6     2    13
 -1.4490558323320704E-01 a      2834     1     6     2    14
 -1.4914871038662397E-01 a      2835     1     6     2    15
 -5.3625167609848090E-01 a      2836     1     6     2    16
  6.5911768708099172E-01 a      2837     1     6     2    17
  9.6222910252637928E-01 a      2838     1     6     2    18
  2.3514283699040663E+00 a      2839     1     6     2    19
  2.3820742894865951E-01 a      2840     1     6     2    20
  3.1905534658928358E-01 a      2841     1     7     2     1
 -7.7235157692789547E-01 a      2842     1     7     2     2
  3.4831558934168808E-03 a      2843     1     7     2     3
  9.4419471634830721E-02 a      2844     1     7     2     4
 -1.1507843009434908E+00 a      2845     1     7     2     5
 -2.1827046544630921E-01 a      2846     1     7     2     6
  4.5436730699947497E-01 a      2847     1     7     2     7
  7.6636272732883870E-01 a      2848     1     7     2     8
 -1.0755364075696359E+00 a      2849     1     7     2     9
 -2.7652050610134105E-01 a      2850     1     7     2    10
 -5.1138840645539574E-01 a      2851     1     7     2    11
  1.3664336696156567E+00 a      2852     1     7     2    12
 -7.1867644468442138E-01 a      2853     1     7     2    13
 -1.8378429231460951E+00 a      2854     1     7     2    14
  3.6245501495376425E-01 a      2855     1     7     2    15
 -8.4626766969045641E-01 a      2856     1     7     2    16
  5.3855699926048617E-01 a      2857     1     7     2    17
  1.0025059376172081E+00 a      2858     1     7     2    18
  8.3178748474448949E-01 a      2859     1     7     2    19
 -1.3294952783816603E+00 a      2860     1     7     2    20
 -8.4900843651775926E-01 a      2861     1     8     2     1
  1.4235889553305292E-02 a      2862     1     8     2     2
 -2.9736988975137685E-01 a      2863     1     8     2     3
 -9.8246181188808657E-01 a      2864     1     8     2     4
 -3.7965110428562931E-02 a      2865     1     8     2     5
  2.8558069239302701E-02 a      2866     1     8     2     6
 -4.9020633657118569E-02 a      2867     1     8     2     7
  1.7495380332176073E-02 a      2868     1     8     2     8
  1.9546331364956937E-01 a      2869     1     8     2     9
  1.0855640828409868E-01 a      2870     1     8     2    10
 -1.6488764776936835E+00 a      2871     1     8     2    11
 -3.9195765810563998E-02 a      2872     1     8     2    12
 -4.5038396889762267E-01 a      2873     1     8     2    13
  7.9843380866560024E-02 a      2874     1     8     2    14
 -1.9593428938521784E-02 a      2875     1     8     2    15
 -5.1821736537814833E-01 a      2876     1     8     2    16
 -8.3027971221977984E-02 a      2877     1     8     2    17
 -3.3585778572567832E-01 a      2878     1     8     2    18
 -1.0703712118187658E-01 a      2879     1     8     2    19
 -1.5534612249930421E-01 a      2880     1     8     2    20
 -6.0810045745126981E-02 a      2881     1     9     2     1
 -9.4288510231035882E-01 a      2882     1     9     2     2
  8.2045791140156665E-01 a      2883     1     9     2     3
  2.3665792079982131E+00 a      2884     1     9     2     4
 -1.3468984995198885E+00 a      2885     1     9     2     5
  1.4424801496916644E+00 a      2886     1     9     2     6
  4.2518689106835511E-01 a      2887     1     9     2     7
  2.1084504828124567E-01 a      2888     1     9     2     8
 -1.6523756880940867E+00 a      2889     1     9     2     9
 -6.3174599288077249E-01 a      2890     1     9     2    10
 -1.4418395431671931E+00 a      2891     1     9     2    11
  1.0058803074078102E+00 a      2892     1     9     2    12
 -3.9618658474886131E-01 a      2893     1     9     2    13
 -1.8670489549191860E+00 a      2894     1     9     2    14
  4.6143677429138399E-02 a      2895     1     9     2    15
 -7.2021741273726603E-01 a      2896     1     9     2    16
  4.6138737608430364E-01 a      2897     1     9     2    17
  1.2325573005927153E+00 a      2898     1     9     2    18
 -9.1673324785048915E-01 a      2899     1     9     2    19
 -1.2568110005813651E+00 a      2900     1     9     2    20
 -7.0523753524089405E-01 a      2901     1    10     2     1
  1.9139178775493615E-01 a      2902     1    10     2     2
  3.6167754407942843E-01 a      2903     1    10     2     3
 -4.9674487814450341E-01 a      2904     1    10     2     4
 -1.2830900626962027E+00 a      2905     1    10     2     5
  1.0724328445440332E+00 a      2906     1    10     2     6
  6.7534424766840934E-03 a      2907     1    10     2     7
 -3.2004395728956608E-01 a      2908     1    10     2     8
 -3.6865972498826943E-01 a      2909     1    10     2     9
 -5.5965619613528354E-02 a      2910     1    10     2    10
 -8.7936557647703606E-01 a      2911     1    10     2    11
 -6.0574883583054151E-01 a      2912     1    10     2    12
  3.4486017635213756E-01 a      2913     1    10     2    13
 -2.5014559248424728E-01 a      2914     1    10     2    14
 -5.2742655895864129E-03 a      2915     1    10     2    15
 -2.4821395810571809E-01 a      2916     1    10     2    16
 -8.6480659796292936E-02 a      2917     1    10     2    17
 -5.8393328197369816E-02 a      2918     1    10     2    18
  8.0893258954629610E-01 a      2919     1    10     2    19
  1.2842364133438520E+00 a      2920     1    10     2    20
  2.8018662693285162E-01 a      2921     1    11     2     1
