################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.3791697236207705E+00 a       513     0    26     1    13
  4.6990679705947507E+00 a       514     0    26     1    14
  9.3605542156297772E-01 a       515     0    26     1    15
 -1.0585637742780076E+01 a       516     0    26     1    16
 -2.0806168859323355E+00 a       517     0    26     1    17
 -2.9706402884304765E+01 a       518     0    26     1    18
  1.0857963641368556E+01 a       519     0    26     1    19
  2.3917751339131849E-01 a       520     0    26     1    20
  1.2797660200792702E+01 a       521     0    27     1     1
 -5.4943817996369022E+00 a       522     0    27     1     2
  2.7572204193220529E+01 a       523     0    27     1     3
  4.1824487787324207E+00 a       524     0    27     1     4
  2.7633133731420938E+00 a       525     0    27     1     5
  1.7419515586524788E+01 a       526     0    27     1     6
 -7.0751167005255793E+00 a       527     0    27     1     7
 -7.5888697689920376E-02 a       528     0    27     1     8
  2.7731746317486522E+01 a       529     0    27     1     9
 -1.2511016570272352E+01 a       530     0    27     1    10
  5.1273298087228101E+00 a       531     0    27     1    11
  2.7024617856922553E+00 a       532     0    27     1    12
 -6.1309544232944075E+00 a       533     0    27     1    13
  2.0334186909997182E+01 a       534     0    27     1    14
 -1.9658960991747954E+01 a       535     0    27     1    15
  1.8979607460747260E+01 a       536     0    27     1    16
 -1.7911149144014149E+00 a       537     0    27     1    17
  9.2890597609602010E-01 a       538     0    27     1    18
 -1.3730092352124291E+01 a       539     0    27     1    19
 -3.0761775627983731E+01 a       540     0    27     1    20
  5.3647881493648555E+00 a       541     0    28     1     1
  7.0380764331177437E+00 a       542     0    28     1     2
  1.2276803339873940E+01 a       543     0    28     1     3
 -1.5606520105884393E+01 a       544     0    28     1     4
 -1.0434724642351535E+01 a       545     0    28     1     5
  1.0678467262335380E+01 a       546     0    28     1     6
 -1.8765924164381274E+00 a       547     0    28     1     7
 -7.0624848960262471E-02 a       548     0    28     1     8
  1.7320141084044411E+00 a       549     0    28     1     9
 -8.1429189842889151E+00 a       550     0    28     1    10
 -3.2684381944502650E+00 a       551     0    28     1    11
  1.2727701048762696E-02 a       552     0    28     1    12
 -3.7367576649824452E-01 a       553     0    28     1    13
 -9.3303557279426541E-01 a       554     0    28     1    14
 -1.8323277556358739E+00 a       555     0    28     1    15
 -3.1664362876710546E+00 a       556     0    28     1    16
  7.5492542197296153E+00 a       557     0    28     1    17
  1.1392221019123665E+01 a       558     0    28     1    18
 -5.7588561765669422E+00 a       559     0    28     1    19
 -9.9358125831080244E+00 a       560     0    28     1    20
 -1.6493398700770335E+01 a       561     0    29     1     1
  3.5869714781478940E-01 a       562     0    29     1     2
 -9.6081958156573091E+00 a       563     0    29     1     3
 -6.7236098434160327E+00 a       564     0    29     1     4
  1.6987306027363953E+00 a       565     0    29     1     5
 -5.0102316761244561E+00 a       566     0    29     1     6
 -3.8226692882702551E+00 a       567     0    29     1     7
 -7.7265553364544637E-01 a       568     0    29     1     8
 -5.9356981734423790E+00 a       569     0    29     1     9
  9.1749829930609863E+00 a       570     0    29     1    10
 -1.0984438580411979E+01 a       571     0    29     1    11
 -1.1059500130987110E+00 a       572     0    29     1    12
 -3.9659280659938734E-01 a       573     0    29     1    13
 -7.5404809163408553E+00 a       574     0    29     1    14
 -8.0858693671301585E-01 a       575     0    29     1    15
 -1.0113856580821782E+01 a       576     0    29     1    16
 -1.1807469433430420E+01 a       577     0    29     1    17
 -1.6732654626137062E+01 a       578     0    29     1    18
  2.3198539534183954E+01 a       579     0    29     1    19
  1.2939641246561202E+00 a       580     0    29     1    20
  2.2164584742500562E+01 a       581     0    30     1     1
 -6.3698646213161925E-01 a       582     0    30     1     2
  5.8129988058967708E-01 a       583     0    30     1     3
 -1.6172242553244349E+01 a       584     0    30     1     4
 -1.9735451614403818E+01 a       585     0    30     1     5
 -1.4191016445474546E+01 a       586     0    30     1     6
 -1.2610241231451036E+00 a       587     0    30     1     7
  6.9785120983277271E-01 a       588     0    30     1     8
  1.0824924722430739E+01 a       589     0    30     1     9
  1.4183161429926640E+01 a       590     0    30     1    10
 -1.1167738655757567E+01 a       591     0    30     1    11
 -1.4802222636497189E+00 a       592     0    30     1    12
 -1.6396385966822205E-01 a       593     0    30     1    13
 -1.4333891457172461E+01 a       594     0    30     1    14
 -7.6005100559069092E+00 a       595     0    30     1    15
 -1.4819808052005412E+00 a       596     0    30     1    16
  2.3082080938523899E+00 a       597     0    30     1    17
  2.2216400743143655E+01 a       598     0    30     1    18
 -1.4315739908729919E+01 a       599     0    30     1    19
 -2.7931181860409282E+00 a       600     0    30     1    20
 -3.4229285218189659E+01 a       601     0    31     1     1
 -5.0498077219096560E-01 a       602     0    31     1     2
  3.1893948437298523E+00 a       603     0    31     1     3
 -3.3943269614883111E+00 a       604     0    31     1     4
  5.2313608632643618E+00 a       605     0    31     1     5
 -1.2186583251198384E+01 a       606     0    31     1     6
 -1.6611138677441073E+00 a       607     0    31     1     7
  1.7239809144642371E+00 a       608     0    31     1     8
  1.9816517163180318E+01 a       609     0    31     1     9
 -1.3658513387129837E+01 a       610     0    31     1    10
 -9.3233688027162955E+00 a       611     0    31     1    11
 -2.0085146902057511E+00 a       612     0    31     1    12
 -3.5915342521440219E-01 a       613     0    31     1    13
  5.5509304175842091E+00 a       614     0    31     1    14
  4.5656369079960397E+00 a       615     0    31     1    15
  3.3661046031157111E+00 a       616     0    31     1    16
 -2.3329727973544201E+00 a       617     0    31     1    17
 -9.4215719615394971E+00 a       618     0    31     1    18
 -2.7781166800444353E+01 a       619     0    31     1    19
  1.5640937242944172E+01 a       620     0    31     1    20
  2.4078261628242859E-01 a       621     0    32     1     1
  1.8750970668997933E+01 a       622     0    32     1     2
 -4.6739213195142133E+00 a       623     0    32     1     3
 -1.0169459611103319E+01 a       624     0    32     1     4
  1.7013205348244540E+00 a       625     0    32     1     5
  3.1999184531361431E+00 a       626     0    32     1     6
 -2.9735566126981068E+00 a       627     0    32     1     7
  4.9219960803932750E-01 a       628     0    32     1     8
  2.2406693599292236E+01 a       629     0    32     1     9
 -9.4998985287577895E+00 a       630     0    32     1    10
  6.1114714993847741E-01 a       631     0    32     1    11
  7.1770702446886070E-01 a       632     0    32     1    12
  3.6462165077995617E-01 a       633     0    32     1    13
  9.9119048152372979E+00 a       634     0    32     1    14
 -2.2137226565035832E+00 a       635     0    32     1    15
 -2.0068023794492662E+00 a       636     0    32     1    16
  4.7395431556108250E+00 a       637     0    32     1    17
 -2.4787902000459705E+00 a       638     0    32     1    18
  3.8400561946605221E+00 a       639     0    32     1    19
  2.7526485883724183E-01 a       640     0    32     1    20
 -1.9563569655918203E+00 a       641     0    33     1     1
 -7.6616504705192945E+00 a       642     0    33     1     2
 -7.0915649897671980E+00 a       643     0    33     1     3
 -1.4779461018568492E+01 a       644     0    33     1     4
  1.7798524547357636E-01 a       645     0    33     1     5
 -7.8687307776071682E+00 a       646     0    33     1     6
 -4.5866353371523632E+00 a       647     0    33     1     7
  6.1330829290978961E-01 a       648     0    33     1     8
  8.4522137541032494E-02 a       649     0    33     1     9
  5.8686953157386013E+00 a       650     0    33     1    10
  3.2043023437612019E+00 a       651     0    33     1    11
 -6.6740168247816578E-01 a       652     0    33     1    12
 -6.4565687505447245E-01 a       653     0    33     1    13
  1.1638569122070306E+01 a       654     0    33     1    14
 -4.3219842268260650E-01 a       655     0    33     1    15
 -3.1717929972327261E+00 a       656     0    33     1    16
 -4.9915753191883949E+00 a       657     0    33     1    17
  1.1523124541884521E+01 a       658     0    33     1    18
 -2.4396611656123084E+00 a       659     0    33     1    19
  1.0340129755100826E+01 a       660     0    33     1    20
 -9.3928548345237992E+00 a       661     0    34     1     1
  4.1194670319743274E+00 a       662     0    34     1     2
  1.1402376350589261E+01 a       663     0    34     1     3
 -9.7774125822983695E+00 a       664     0    34     1     4
  2.0518956342657400E+01 a       665     0    34     1     5
  1.6898988630828853E+01 a       666     0    34     1     6
 -8.6402699536792393E-01 a       667     0    34     1     7
  2.7114492323606543E+00 a       668     0    34     1     8
 -1.4609107221109799E+01 a       669     0    34     1     9
  2.1264139083763638E+01 a       670     0    34     1    10
 -4.9625709357008158E-01 a       671     0    34     1    11
  1.4250425418773593E+00 a       672     0    34     1    12
  9.6205154702770557E+00 a       673     0    34     1    13
  7.9334588758548445E+00 a       674     0    34     1    14
 -1.6351498979393742E+00 a       675     0    34     1    15
 -1.7451010264139562E+01 a       676     0    34     1    16
 -8.9137871385135075E+00 a       677     0    34     1    17
  1.2857116160390303E+01 a       678     0    34     1    18
  3.6217799194033717E-01 a       679     0    34     1    19
 -1.2112456228160735E+01 a       680     0    34     1    20
 -2.0813101846192619E+00 a       681     0    35     1     1
  1.2942211277707932E+01 a       682     0    35     1     2
  1.2203550383389572E+01 a       683     0    35     1     3
  4.5232661440712532E+00 a       684     0    35     1     4
 -1.9190876127393704E+01 a       685     0    35     1     5
 -1.6395855300834197E+00 a       686     0    35     1     6
  5.7410902865774158E+00 a       687     0    35     1     7
 -5.5585114233304844E-01 a       688     0    35     1     8
 -2.5746004098922839E+01 a       689     0    35     1     9
  1.0382195395891923E+01 a       690     0    35     1    10
 -6.3524591252558720E+00 a       691     0    35     1    11
  1.5483135390418454E+00 a       692     0    35     1    12
  1.7751327468534666E+00 a       693     0    35     1    13
  2.6376931641027440E+01 a       694     0    35     1    14
  7.2048123750312447E+00 a       695     0    35     1    15
  1.0955795874270011E+01 a       696     0    35     1    16
  1.9645959218470965E+00 a       697     0    35     1    17
  1.8536357119162087E+01 a       698     0    35     1    18
  1.0246564737945613E+01 a       699     0    35     1    19
  1.3281597341684844E+01 a       700     0    35     1    20
  2.0465865723855212E+00 a       701     0    36     1     1
  5.6340261321023917E+00 a       702     0    36     1     2
  3.7184232295023136E+00 a       703     0    36     1     3
  2.8635390211241649E+01 a       704     0    36     1     4
  8.0156763826046671E+00 a       705     0    36     1     5
 -6.2234665386374486E+00 a       706     0    36     1     6
  8.1465774750539155E-01 a       707     0    36     1     7
 -1.9956316913258068E+00 a       708     0    36     1     8
 -1.3192084651942870E-01 a       709     0    36     1     9
 -9.8221677555940712E+00 a       710     0    36     1    10
  1.5525510265714846E+01 a       711     0    36     1    11
  1.1035904516767905E+00 a       712     0    36     1    12
  9.2533968925592472E-02 a       713     0    36     1    13
  6.3836554455046102E-01 a       714     0    36     1    14
  1.3164197881774568E+01 a       715     0    36     1    15
 -2.2443151987041365E+00 a       716     0    36     1    16
 -9.1466349324618470E+00 a       717     0    36     1    17
 -3.3858004196273557E+00 a       718     0    36     1    18
  1.1748408790716871E+01 a       719     0    36     1    19
  8.2511952639378094E+00 a       720     0    36     1    20
 -5.9382335314178523E+00 a       721     0    37     1     1
  1.5959753718967214E+01 a       722     0    37     1     2
  1.1709513142195574E+01 a       723     0    37     1     3
  1.3825894783096967E+01 a       724     0    37     1     4
 -4.8392069452474944E+00 a       725     0    37     1     5
  1.2289088163892943E+01 a       726     0    37     1     6
  1.8840391615284162E+00 a       727     0    37     1     7
 -5.1406417252774919E+00 a       728     0    37     1     8
  3.4771810811964903E+00 a       729     0    37     1     9
  4.1585864247769663E+01 a       730     0    37     1    10
 -4.6079444431980150E+00 a       731     0    37     1    11
  4.7382469555591475E+00 a       732     0    37     1    12
  7.9709260947725979E-01 a       733     0    37     1    13
  1.8101835066027768E+01 a       734     0    37     1    14
  8.2623367862327051E+00 a       735     0    37     1    15
  2.0493071150988157E-01 a       736     0    37     1    16
  4.9398058017094719E+00 a       737     0    37     1    17
  1.1178503736341586E+01 a       738     0    37     1    18
